Phyllum,Subphyllym ,Superclass ,Class ,Subclass ,Superorder,Order,Suborder,Infraorder,Parvorder,Superfamily,Family,Specie,Sitio,Latitud,Longitude,Altitude,Habitat_type,Reference,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",La Serena,-29.900,-71.250,30,Wetland,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Coquimbo river,-29.950,-71.340,20,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",El Culebron stream,-29.970,-71.320,40,Stream,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Limari river - medium zone,-30.700,-71.250,250,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Limari river - low zone,-30.730,-71.680,30,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Choapa river - medium zone,-31.630,-70.970,300,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Choapa river - low zone,-31.610,-71.650,50,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",La ligua river - La ligua,-32.450,-71.230,140,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",La ligua river - Placilla,-32.370,-71.100,80,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Aconcagua river - Pte Colmo,-32.930,-71.520,20,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Aconcagua river - Tabolango,-32.880,-71.280,150,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Alerce (formerly Abtao),-41.630,-72.730,10,River,"Schmitt, 1942a",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Ranco lake,-40.333,-72.240,209,Lake,Amin et al 2023,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Collilelfu river,-40.045,-72.097,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Llollelhue river - La Unión,-40.290,-73.080,NA,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Cocule lagoon - La Union,-40.320,-73.120,NA,Lake,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Llanquihue lake,-41.117,-72.833,70,Lake,"Schmitt, 1942b",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Petrohué,-41.130,-72.400,20,River,"Haig, 1954",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Chepu - Chiloe island,-42.040,-73.990,5,Wetland,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Puntra - Chiloé island,-41.830,-73.850,5,Wetland,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla abtao Schmitt, 1942a",Cucao lake,-42.633,-74.667,10,Lake,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla affinis Schmitt, 1942b",Maule lagoon,-36.030,-70.500,2160,Lagoon,"Bahamonde & Lopez, 1963",,,,,
,,,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla affinis Schmitt, 1942b",Maule lagoon,-36.030,-70.500,2160,Lagoon,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla affinis Schmitt, 1942b",Claro river - Panamerican way,-35.430,-71.670,90,River,"De los Ríos-Escalante et al., 2023",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Puerto Henry stream,-50.010,-75.180,5,Stream,"Jara & López, 1981",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Cochamo bridge,-41.495,-71.261,9,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Puelo bridge,-41.647,-72.293,8,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Las Huachas,-41.029,-73.880,64,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Carihueico,-42.351,-73.928,461,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Puchagran bridge,-42.383,-73.828,165,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Alcadeo bridge,-42.549,-73.831,137,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Dongo Alto,-42.558,-73.850,91,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Molulca bridge,-42.825,-73.780,93,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Chadmo river,-42.941,-73.669,30,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",San Antonio,-42.034,-73.643,30,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Santa Barbara - tributary,-42.852,-72.795,19,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Santa Barbara  - bridge,-42.855,-72.944,18,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Amarillo,-42.997,-72.443,260,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Yelcho river,-43.279,-72.420,157,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Palena river,-43.882,-72.934,31,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Melimoyu river,-43.981,-72.780,71,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Rosselot river,-43.990,-72.320,70,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Quinto river,-43.996,-72.229,154,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Palena tributary,-44.004,-72.672,32,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Figueroa river,-44.079,-72.189,116,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",El Salto,-45.443,-72.785,3,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Riesco river,-45.499,-75.093,20,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",San Martin river,-44.813,-75.076,15,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Oyanedel river,-44.812,-75.079,48,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Azocar river,-44.837,-75.050,18,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",North river - Duke de York island,-50.551,-75.321,12,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",South river - Duke de York island,-50.559,-75.321,19,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Pollux river - Duke de York island,-45.601,-71.840,601,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Castor lake outlet 1 - Duke de York island,-45.602,-71.805,708,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Thompson river - Duke de York island,-45.621,-71.808,723,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Pollux river 2 - Duke de York island,-45.633,-71.897,566,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Yelcho lake,-42.201,-72.431,42,Lake,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Rosselot lake,-43.999,-72.321,77,Lake,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Frio lake outlet - Duke de York island,-45.662,-71.961,517,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Linao,-41.971,-73.550,27,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Coinco,-43.044,-73.639,29,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Yaldad,-43.101,-73.967,22,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Guafo island,-43.592,-74.684,116,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Ipun island,-44.606,-74.763,104,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Guamblin island,-44.850,-75.083,155,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Riesco lake,-45.471,-72.731,32,Lake,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Rosselot lake,-43.990,-72.036,71,Lake,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",El Amarillo,-42.854,-72.443,264,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Santa Barbara,-42.854,-72.967,9,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Contao,-41.815,-72.815,0,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Chaica,-41.608,-72.671,12,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Cochamo,-41.494,-72.261,10,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla alacalufi Jara & López, 1981",Ralun,-41.382,-72.280,12,Stream,"Xu et al., 2009",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla araucaniensis Jara, 1980",Vergel,-38.740,-72.580,110,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla araucaniensis Jara, 1980",Chesque river,-39.368,-72.613,NA,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla araucaniensis Jara, 1980",Huillinco lake,-42.667,-73.898,2,Lake,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla araucaniensis Jara, 1980",Quinchaco stream,-40.889,-72.939,NA,Stream,"Jara, 1980",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla bahamondei Jara, 1982",Collilelfu river,-39.810,-73.240,NA,River,Parra et al 2011,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla bahamondei Jara, 1982",Santo Domingo river,-39.800,-72.230,NA,River,Parra et al 2011,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla bahamondei Jara, 1982",Santo Domingo river,-39.913,-72.321,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla bahamondei Jara, 1982",Tucapel river,-37.736,-73.381,60,River,"Jara, 1982",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla bahamondei Jara, 1982",Pollo San Rafael,-36.630,-72.960,10,Wetland,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Tucapel river,-37.736,-73.381,60,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Quelén river,-37.741,-73.380,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Caramavida river,-37.730,-73.250,150,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Villa Vergara,-36.820,-73.050,20,Stream,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Andalien river,-36.733,-73.011,NA,River,Cathpole et al. 2021,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Concepción,-36.830,-73.050,15,Stream,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Cerro Caracol stream,-36.840,-73.040,50,Stream,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Nonguén river,-36.870,-73.000,30,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Pineda lagoon,-36.800,-73.060,10,Lagoon,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla concepcionensis Schmitt, 1942a",Quebrada Manantiales,-36.850,-73.030,60,Stream,"Jara, 2013",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla chilota Jara, Perez-Lozada & Crandall 2018",Quebrada Estadio Árabe,-36.840,-73.060,40,Stream,"Jara, 2013",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla cholchol Jara & Palacios, 1999",Caburgua lake,-39.179,-71.810,505,Lake,"Ulloa-Yañez et al., 2023",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla cholchol Jara & Palacios, 1999",Lumaco river,-39.183,-71.813,NA,Stream,"Ulloa-Yañez et al., 2023",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla cholchol Jara & Palacios, 1999",Yaldad bay,-43.085,-73.717,37,Stream,"Jara et al., 2018",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla cholchol Jara & Palacios, 1999",Cholchol river,-38.611,-72.851,NA,River,"Jara & Palacios, 1999",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla denticulata denticulata Nicolet, 1842",Cholchol river - Lumaco,-39.150,-72.900,120,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla denticulata denticulata Nicolet, 1842",Cholchol river,-38.608,-72.849,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla denticulata denticulata Nicolet, 1842",Quepe river - Boroa,-38.830,-72.850,110,River,"Jara, 1996",,,,,
