Phyllum,Subphyllym ,Superclass ,Class ,Subclass ,Superorder,Order,Suborder,Infraorder,Parvorder,Superfamily,Family,Specie,Sitio,Latitud,Longitude,Altitude,Habitat_type,Reference,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Río Balmaceda 6,-45.900,-71.630,498,River,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Río Balmaceda 7,-45.900,-71.660,499,River,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río Balmaceda 4,-45.900,-71.700,523,River,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Chiguay,-45.980,-71.860,961,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Murta 2,-46.030,-72.700,373,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Murta 1,-46.050,-72.700,422,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna 1,-46.160,-72.160,540,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna Chacano,-46.160,-72.180,514,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Laguna Chacano,-46.160,-72.180,514,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna 2,-46.160,-72.160,539,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Lago Tamango,-46.180,-72.130,550,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna cerca de lag. Tamango,-46.180,-72.110,661,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna 3,-46.180,-72.150,606,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna Venus,-46.200,-71.980,476,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna Laparent,-46.230,-72.230,559,Lake,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Lago General Carrera,-46.280,-71.930,204,Lake,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Lago General Carrera,-46.280,-71.930,204,Lake,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Lago General Carrera,-46.280,-71.930,204,Lake,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Murta 3,-46.360,-72.700,238,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella chiloensis Gonzalez & Watling, 2001",Laguna Verde,-46.960,-71.860,962,Lagoon,De los Ríos-Escalante et al. 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna El Paso,-50.480,-72.960,200,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna Melliza I,-51.000,-73.000,91,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna Redonda,-51.000,-73.000,212,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Redonda,-51.000,-73.000,212,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna Melliza II,-51.050,-72.910,91,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Lago Sarmiento,-51.060,-72.750,75,Lake,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Lago Sarmiento,-51.070,-72.750,75,Lake,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Monserrat,-51.120,-72.950,334,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Puerto Natales,-51.700,-72.450,58,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Puerto Natales,-51.970,-72.450,58,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Arroyo de la Piedra,-52.200,-74.760,NA,Stream,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Punta Delgada,-52.250,-69.750,12,Stream,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río Seco,-53.080,-70.860,42,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Río Seco,-53.100,-70.860,42,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Humedal de Tres Puentes,-53.100,-70.860,4,Wetland,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Humedal de Tres Puentes,-53.120,-70.860,4,Wetland,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Humedal de Tres Puentes,-53.120,-70.860,4,Wetland,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río De las Minas,-53.150,-70.900,15,River,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Reserva Nacional Magallanes,-53.150,-70.950,167,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Reserva Nacional Magallanes,-53.150,-70.950,73,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río de los ciervos,-53.170,-70.930,15,River,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Punta Arenas,-53.170,-70.930,15,River,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Lago de los Ciervos,-53.180,-70.310,15,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella curvispina Shoemaker, 1942",Punta Arenas,-53.180,-70.930,15,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Porvenir,-53.280,-70.310,39,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Porvenir,-53.280,-70.310,39,Ephemeral pools,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna Larga,-53.330,-69.000,67,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Larga,-53.330,-69.000,67,Lagoon,De los Ríos-Escalante et al. 2012a,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Laguna Parrillar,-53.400,-71.250,291,Lagoon,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Península Brunswick,-53.500,-71.410,291,Ephemeral pools,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Lago Deseado,-54.370,-68.660,169,Lake,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río Azopardo,-54.470,-68.960,30,River,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Río Róbalo III,-54.930,-67.550,14,River,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Arroyo casa vieja,-54.930,-67.650,0,Stream,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Turbera cerca de río Róbalo,-54.930,-67.610,1,Ephemeral pools,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Turbera 1 ,-54.930,-67.550,22,Ephemeral pools,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Turbera 2,-54.930,-67.550,22,Ephemeral pools,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Estuario cerca de río Róbalo,-54.930,-67.650,5,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Laguna cercana a río Róbalo,-54.930,-67.650,5,Lagoon,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Estuario cerca de río Róbalo,-54.930,-67.650,5,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Laguna cercana a río Róbalo,-54.930,-67.650,5,Lagoon,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Arroyo los Bronces,-54.930,-67.700,0,Stream,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Rio Róbalo I,-54.980,-67.550,14,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella franciscae González & Watling, 2001",Río Róbalo II,-54.980,-67.510,6,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río Róbalo I,-54.980,-67.700,478,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Río Róbalo II,-54.980,-67.510,471,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Rio Róbalo I,-54.980,-67.700,6,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella simplex  Schellenberg, 1943",Río Róbalo II,-54.980,-67.510,1,River,"De los Ríos-Escalante et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Taliridira,Hyaloidea,Hyalellidae,"Hyalella patagonica (Cunningham, 1871)",Isla Picton,-55.050,-66.910,1,NA,"Gonzalez, 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Petrenco,-38.750,-72.550,120,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Quepe,-38.830,-72.630,90,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Nohualhue,-38.700,-72.800,150,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Vergel,-38.740,-72.580,110,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Pumalal,-38.720,-72.500,130,Wetland,"Correa-Araneda et al., 2017",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Calafquen lake,-39.500,-72.167,209,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Panguipulli lake,-39.830,-72.250,130,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Riñihue lake,-39.817,-72.317,117,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Ranco lake,-39.500,-72.167,209,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Puyehue lake,-40.650,-72.500,141,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Rupanco lake,-41.117,-72.833,70,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Llanquihue lake,-41.117,-72.833,70,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,,,Janiroidea,Janiriidae,"Heterias exul (Müller, 1892)",Todos los Santos lake,-41.100,-72.250,189,Lake,"Bowman et al ., 1987",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Lluta river,-18.420,-70.120,50,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Camarones river,-19.020,-69.870,120,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Loa river -Sloman reservoir,-22.480,-69.620,650,Reservoir,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Loa river - Estuary,-21.450,-70.050,5,Estuary,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Copiapo river - medium zone,-27.370,-70.330,390,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Copiapo river - lower zone,-27.300,-70.950,50,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Huasco river - Vallenar,-28.570,-70.760,470,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Huasco river - Alto del Carmen,-28.760,-70.480,1200,River,"Bahamonde & Vila, 1971",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,,Paleomonoidea,Paleomonidae,"Macrobrachium caementarius (Molina, 1782)",Elqui river,-29.900,-70.750,200,River,"Bahamonde & Vila, 1971",,,,,
